,pag_pt,pag_en,type_pt,type_en,equipment_pt,equipment_en,problem_pt,problem_en,cause_pt,cause_en,action_pt,action_en, _pt, _en
340,94,94,Mecânico,Mechanical,Válvula de vapor,Steam traps,Armadilha não descarregando (continuação),Trap not discharging,Pressão muito alta devido à válvula redutora de pressão ajustada muito alta ou danificada,Pressure too high because pressure-reducing valve set too high or broken,Reajustar ou substituir a válvula redutora de pressão; Observação: a válvula pode precisar de uma nova membrana,Readjust or replace the pressure-reducing valve; Note: the valve may require a new diaphragm, , 
341,94,94,Mecânico,Mechanical,Válvula de vapor,Steam traps,Armadilha não descarregando (continuação),Trap not discharging,Pressão muito alta devido ao aumento da pressão no sistema,Pressure too high because system pressure raised,Instalar o conjunto correto de alteração de pressão,Install the correct pressure change assembly, , 
342,95,95,Mecânico,Mechanical,Válvula de vapor,Steam traps,Armadilha não descarregando (continuação),Trap not discharging (continued),Condensado não alcançando a armadilha devido ao entupimento do filtro,Condensate not reaching the trap because strainer clogged,Limpar o filtro com ar comprimido ou substituí-lo,"Blow out the screen with air, or replace it", , 
343,95,95,Mecânico,Mechanical,Válvula de vapor,Steam traps,Armadilha não descarregando (continuação),Trap not discharging (continued),Condensado não alcançando a armadilha devido a obstrução na linha até a armadilha,Condensate not reaching the trap because obstruction in the line to the trap,Remover a obstrução,Remove the obstruction, , 
344,95,95,Mecânico,Mechanical,Válvula de vapor,Steam traps,Armadilha não descarregando (continuação),Trap not discharging (continued),Condensado não alcançando a armadilha devido à abertura ou vazamento da válvula de desvio,Condensate not reaching the trap because bypass valve opening or leaking,Remover ou reparar a válvula de desvio,Remove or repair the bypass valve, , 
345,96,96,Mecânico,Mechanical,Válvula de vapor,Steam traps,Armadilha não descarregando (continuação),Trap not discharging (continued),Condensado não alcançando a armadilha devido ao fechamento da linha de fornecimento de vapor,Condensate not reaching the trap because steam supply line shut off,Abrir a válvula de fornecimento de vapor,Open the steam supply valve, , 
346,96,96,Mecânico,Mechanical,Válvula de vapor,Steam traps,Armadilha não descarregando (continuação),Trap not discharging (continued),Condensado não alcançando a armadilha devido a obstrução por matéria estranha,Condensate not reaching the trap because trap clogged with foreign matter,Limpar o filtro e reinstalá-lo,"Clean the strainer, and reinstall it", , 
347,96,96,Mecânico,Mechanical,Válvula de vapor,Steam traps,Armadilha não descarregando (continuação),Trap not discharging (continued),Condensado não alcançando a armadilha porque a armadilha está fechada por um mecanismo defeituoso,Condensate not reaching the trap because trap held closed by a defective mechanism,Reparar ou substituir o mecanismo defeituoso,Repair or replace the defective mechanism, , 
348,96,96,Mecânico,Mechanical,Válvula de vapor,Steam traps,Armadilha não descarregando (continuação),Trap not discharging (continued),Condensado não alcançando a armadilha devido ao vácuo alto na linha de retorno de condensado,Condensate not reaching the trap because high vacuum in the condensate return line,Instalar o conjunto correto de alteração de pressão,Install the correct pressure change assembly, , 
349,97,97,Mecânico,Mechanical,Válvula de vapor,Steam traps,Armadilha não descarregando (continuação),Trap not discharging (continued),Nenhuma diferença de pressão através da armadilha devido à linha de retorno de condensado bloqueada ou restrita,No pressure differential across the trap because blocked or restricted condensate return line,Remover a restrição,Remove the restriction, , 
350,97,97,Mecânico,Mechanical,Válvula de vapor,Steam traps,Armadilha não descarregando (continuação),Trap not discharging (continued),Nenhuma diferença de pressão através da armadilha devido ao conjunto de alteração de pressão incorreto,No pressure differential across the trap because incorrect pressure change assembly,Instalar o conjunto correto de alteração de pressão,Install the correct pressure change assembly, , 
351,98,98,Mecânico,Mechanical,Válvula de vapor,Steam traps,Descarga contínua da armadilha,Continuous discharge from trap,Armadilha muito pequena e subdimensionada para a capacidade que está sendo tratada,Trap too small and undersized for the capacity being handled,Instalar a armadilha de tamanho adequado,Install the proper size trap, , 
352,98,98,Mecânico,Mechanical,Válvula de vapor,Steam traps,Descarga contínua da armadilha (continuação),Continuous discharge from trap,Classificação de pressão da armadilha muito alta,Trap pressure rating too high,Instalar o conjunto correto de alteração de pressão,Install the correct pressure change assembly, , 
353,98,98,Mecânico,Mechanical,Válvula de vapor,Steam traps,Descarga contínua da armadilha (continuação),Continuous discharge from trap,Armadilha obstruída,Trap clogged,Limpar as partes internas da armadilha e reinstalar o filtro,"Clean the trap internals, and reinstall the strainer", , 
354,98,98,Mecânico,Mechanical,Válvula de vapor,Steam traps,Descarga contínua da armadilha (continuação),Continuous discharge from trap,Filtro obstruído,Strainer plugged,Limpar o filtro,Clean the strainer, , 
355,98,98,Mecânico,Mechanical,Válvula de vapor,Steam traps,Descarga contínua da armadilha (continuação),Continuous discharge from trap,Foles sobrecarregados em uma armadilha termostática,Bellows overstressed in a thermostatic trap,Substituir os foles,Replace the bellows, , 
356,99,99,Mecânico,Mechanical,Válvula de vapor,Steam traps,Descarga contínua da armadilha (continuação),Continuous discharge from trap,Perda do priming,Loss of the prime,Instalar uma válvula de retenção no lado de entrada da armadilha,Install a check valve on the inlet side of the trap, , 
357,98,98,Mecânico,Mechanical,Válvula de vapor,Steam traps,Descarga contínua da armadilha (continuação),Continuous discharge from trap,Falha da válvula em fechar devido à válvula e sede desgastadas,Failure of valve to seat due to worn valve and seat,Substituir as peças desgastadas,Replace the worn parts, , 
358,99,99,Mecânico,Mechanical,Válvula de vapor,Steam traps,Descarga contínua da armadilha (continuação),Continuous discharge from trap (continued),Escala e sujeira depositadas sob a válvula e no orifício,Scale and dirt deposits under the valve and in the orifice,Limpar a armadilha,Clean the trap, , 
359,99,99,Mecânico,Mechanical,Válvula de vapor,Steam traps,Descarga contínua da armadilha (continuação),Continuous discharge from trap (continued),Pinos de guia e alavanca desgastados,Worn guide pins and lever,Substituir as peças desgastadas,Replace the worn parts, , 
360,99,99,Mecânico,Mechanical,Válvula de vapor,Steam traps,Aquecimento lento ou desigual,Sluggish or uneven heating,Margem de capacidade insuficiente na válvula para cargas iniciais pesadas,Capacity margin in trap for heavy starting loads,"Instale a válvula de tamanho adequado, maior",Install the proper size larger trap, , 
361,99,99,Mecânico,Mechanical,Válvula de vapor,Steam traps,Aquecimento lento ou desigual,Sluggish or uneven heating,Capacidade insuficiente de manuseio de ar nas válvulas do tipo cubeta,Insufficient air handling capacity on bucket traps,Utilize válvulas do tipo cubeta sensíveis à temperatura ou aumente o tamanho do respiro,"Use thermic buckets, or increase the vent size", , 
362,99,99,Mecânico,Mechanical,Válvula de vapor,Steam traps,Aquecimento lento ou desigual,Sluggish or uneven heating,Curto-circuito ao usar válvulas em grupo,Short circuiting by using group traps,"Quando as válvulas de vapor são agrupadas, ou seja, várias válvulas são conectadas à mesma linha, há possibilidade de acúmulo de condensado devido a inconsistências de pressão ou obstruções; Encaminhe as válvulas individualmente a partir dos equipamentos","When steam traps are grouped, i;E; Multiple traps are run into the same line, there is a possibility of condensate backup due to pressure inconsistencies or obstructions; Systems with many traps feeding into one return line are hard to troubleshoot because it is hard to determine which trap has the problem; Pipe traps individually from vessels", , 
363,100,100,Mecânico,Mechanical,Válvula de vapor,Steam traps,Aquecimento lento ou desigual,Sluggish or uneven heating (continued),Suprimento de vapor inadequado devido à alteração na válvula de pressão,Inadequate steam supply due to pressure valve change,Restabeleça a pressão normal de vapor,Restore normal steam pressure, , 
364,100,100,Mecânico,Mechanical,Válvula de vapor,Steam traps,Aquecimento lento ou desigual,Sluggish or uneven heating (continued),Ajuste inadequado ou defeito na válvula redutora de pressão,Steam pressure-reducing valve setting off,Leiajuste ou substitua a válvula redutora,Readjust or replace the reducing valve, , 
365,100,100,Mecânico,Mechanical,Válvula de vapor,Steam traps,Problemas de contrapressão,Back pressure troubles,Linha de retorno de condensado muito pequena,Condensate return line too small,Instale uma linha de retorno de condensado maior,Install a larger condensate return line, , 
366,100,100,Mecânico,Mechanical,Válvula de vapor,Steam traps,Problemas de contrapressão,Back pressure troubles,Outras válvulas liberando vapor na tubulação principal,Other traps blowing steam into header,Localize e repare outras válvulas com defeito,Locate and repair other faulty traps, , 
367,100,100,Elétrica,Mechanical,Válvula de vapor,Steam traps,Problemas de contrapressão,Back pressure troubles,Linha de ventilação do tanque de limpeza obstruída,Pig tank vent line plugged,Limpe a linha de ventilação do tanque de limpeza,Clean out pig tank vent line, , 
